date_debut,date_fin,total,adrien-morenas,adrien-quatennens,adrien-taquet,agnes-firmin-le-bodo,agnes-thill,aina-kuric,alain-bruneel,alain-david,alain-perea,alain-ramadier,alain-tourret,albane-gaillot,alexandra-louis,alexandra-valetta-ardisson,alexandre-freschi,alexandre-holroyd,alexis-corbiere,alice-thourot,amelia-lakrafi,amelie-de-montchalin,andre-chassaigne,andre-villiers,anissa-khedher,annaig-le-meur,anne-blanc,anne-brugnera,anne-christine-lang,anne-france-brunet,anne-genetet,anne-laure-cattelot,anne-laurence-petel,annick-girardin,annie-chapelier,annie-genevard,annie-vidal,anthony-cellier,antoine-herth,antoine-savignat,arnaud-viala,aude-amadou,aude-bono-vandorme,aude-luquet,audrey-dufeu-schubert,aurelien-pradie,aurelien-tache,aurore-berge,barbara-bessot-ballot,barbara-pompili,bastien-lachaud,beatrice-descamps,beatrice-piron,belkhir-belhaddad,benedicte-petelle,benedicte-peyrol,benedicte-taurine,benjamin-dirx,benjamin-griveaux,benoit-potterie,benoit-simian,berangere-abba,berangere-couillard,berengere-poletti,bernard-brochand,bernard-deflesselles,bernard-perrut,bernard-reynes,bertrand-bouyx,bertrand-pancher,bertrand-sorre,blandine-brocard,boris-vallaud,brahim-hammouche,brigitte-bourguignon,brigitte-kuster,brigitte-liso,brune-poirson,bruno-bilde,bruno-bonnell,bruno-duverge,bruno-fuchs,bruno-joncour,bruno-le-maire,bruno-millienne,bruno-nestor-azerot,bruno-questel,bruno-studer,buon-tan,carole-bureau-bonnard,carole-grandjean,caroline-abadie,caroline-fiat,caroline-janvier,catherine-fabre,catherine-kamowski,catherine-osson,cathy-racon-bouzon,cecile-muschotti,cecile-rilhac,cecile-untermaier,cedric-roussel,cedric-villani,celia-de-lavergne,celine-calvez,cendra-motin,charles-de-courson,charles-de-la-verpilliere,charlotte-lecocq,christelle-dubos,christian-hutin,christian-jacob,christine-cloarec,christine-hennion,christine-pires-beaune,christophe-arend,christophe-blanchet,christophe-bouillon,christophe-castaner,christophe-di-pompeo,christophe-euzet,christophe-jerretie,christophe-lejeune,christophe-naegelen,claire-guion-firmin,claire-o-petit,claire-pitollat,claude-de-ganay,claude-goasguen,clementine-autain,constance-le-grip,coralie-dubost,corinne-vignon,cyrille-isaac-sibille,damien-abad,damien-adam,damien-pichereau,daniel-fasquelle,daniel-labaronne,daniele-cazarian,daniele-herin,daniele-obono,danielle-brulebois,david-habib,david-lorion,delphine-bagarry,delphine-batho,delphine-o,denis-masseglia,denis-sommer,didier-baichere,didier-le-gac,didier-martin,didier-paris,didier-quentin,dimitri-houbron,dino-cinieri,dominique-da-silva,dominique-david,dominique-potier,elisabeth-toutut-picard,elise-fajgeles,elodie-jacquier-laforge,elsa-faucillon,emilie-bonnivard,emilie-cariou,emilie-chalas,emilie-guerel,emmanuel-maquet,emmanuelle-anthoine,emmanuelle-fontaine-domeizel,emmanuelle-menard,eric-alauzet,eric-bothorel,eric-ciotti,eric-coquerel,eric-diard,eric-girardin,eric-pauget,eric-poulliat,eric-straumann,eric-woerth,ericka-bareigts,erwan-balanant,fabien-di-filippo,fabien-gouttefarde,fabien-laine,fabien-matras,fabien-roussel,fabienne-colboc,fabrice-brun,fabrice-le-vigoureux,fadila-khattabi,fannette-charvier,fiona-lazaar,florence-granjus,florence-lasserre-david,florence-provendier,florent-boudie,florian-bachelier,francis-chouat,francis-vercamer,franck-marlin,franck-riester,francois-andre,francois-cormier-bouligeon,francois-cornut-gentille,francois-de-rugy,francois-jolivet,francois-michel-lambert,francois-pupponi,francois-ruffin,francoise-dumas,frederic-barbier,frederic-descrozaille,frederic-petit,frederic-reiss,frederique-dumas,frederique-lardet,frederique-meunier,frederique-tuffnell,gabriel-attal,gabriel-serville,gael-le-bohec,genevieve-darrieussecq,genevieve-levy,george-pau-langevin,geraldine-bannier,gerard-cherpion,gerard-menuel,gilbert-collard,gilles-carrez,gilles-le-gendre,gilles-lurton,gisele-biemouret,graziella-melchior,gregory-besson-moreau,gregory-galbadon,guillaume-chiche,guillaume-garot,guillaume-gouffier-cha,guillaume-kasbarian,guillaume-larrive,guillaume-peltier,guillaume-vuilletet,guy-bricout,guy-teissier,gwendal-rouillard,helene-vainqueur-christophe,helene-zannier,herve-berville,herve-pellois,herve-saulignac,hubert-julien-laferriere,hubert-wulfranc,hugues-renson,huguette-bello,huguette-tiegna,ian-boucard,isabelle-florennes,isabelle-muller-quoy,isabelle-rauch,isabelle-valentin,jacqueline-dubois,jacqueline-maquet,jacques-bompard,jacques-cattin,jacques-krabal,jacques-maire,jacques-marilossian,jacques-savatier,jean-baptiste-djebbari,jean-baptiste-moreau,jean-bernard-sempastous,jean-carles-grelier,jean-charles-colas-roy,jean-charles-larsonneur,jean-charles-taugourdeau,jean-christophe-lagarde,jean-claude-bouchet,jean-claude-leclabart,jean-felix-acquaviva,jean-francois-cesarini,jean-francois-eliaou,jean-francois-mbaye,jean-francois-parigi,jean-francois-portarrieu,jean-hugues-ratenon,jean-jacques-bridey,jean-jacques-ferrara,jean-jacques-gaultier,jean-lassalle,jean-louis-bourlanges,jean-louis-bricout,jean-louis-masson,jean-louis-thieriot,jean-louis-touraine,jean-luc-fugit,jean-luc-lagleize,jean-luc-melenchon,jean-luc-poudroux,jean-luc-reitzer,jean-luc-warsmann,jean-marc-zulesi,jean-marie-fievet,jean-marie-sermier,jean-michel-clement,jean-michel-fauvergue,jean-michel-jacques,jean-michel-mis,jean-noel-barrot,jean-paul-dufregne,jean-paul-lecoq,jean-paul-mattei,jean-philippe-ardouin,jean-philippe-nilor,jean-pierre-cubertafon,jean-pierre-door,jean-pierre-pont,jean-pierre-vigier,jean-rene-cazeneuve,jean-terlier,jean-yves-bony,jeanine-dubie,jennifer-de-temmerman,jerome-lambert,jerome-nury,jimmy-pahun,joachim-son-forget,joaquim-pueyo,joel-aviragnet,joel-giraud,jose-evrard,josette-manin,josiane-corneloup,josy-poueyto,julien-aubert,julien-borowczyk,julien-dive,justine-benin,laetitia-avia,laetitia-romeiro-dias,laetitia-saint-paul,laure-de-la-raudiere,laurence-dumont,laurence-gayte,laurence-maillart-mehaignerie,laurence-trastour-isnart,laurence-vanceunebrock-mialon,laurence-vichnievsky,laurent-furst,laurent-garcia,laurent-pietraszewski,laurent-saint-martin,laurianne-rossi,lenaick-adam,liliana-tanguy,lionel-causse,lise-magnier,loic-dombreval,loic-kervran,loic-prud-homme,louis-aliot,luc-carvounas,ludovic-mendes,ludovic-pajot,m-jid-el-guerrab,maina-sage,mansour-kamardine,manuel-valls,manuela-keclard-mondesir,marc-delatte,marc-fesneau,marc-le-fur,marguerite-deprez-audebert,marianne-dubois,marie-ange-magne,marie-christine-dalloz,marie-christine-verdier-jouclas,marie-france-lorho,marie-george-buffet,marie-guevenoux,marie-lebec,marie-noelle-battistel,marie-pierre-rixain,marie-tamarelle-verhaeghe,marielle-de-sarnez,marietta-karamanli,marine-brenier,marine-le-pen,marion-lenne,marjolaine-meynier-millefert,martial-saddier,martine-leguille-balloy,martine-wonner,mathilde-panot,matthieu-orphelin,maud-petit,maurice-leroy,max-mathiasin,maxime-minot,meyer-habib,michel-castellani,michel-delpon,michel-fanget,michel-herbillon,michel-larive,michel-lauzzana,michel-vialay,michel-zumkeller,michele-crouzet,michele-de-vaucouleurs,michele-peyron,michele-tabarot,michele-victory,mickael-nogal,mireille-clapot,mireille-robert,moetai-brotherson,mohamed-laqhila,monica-michel,monique-iborra,monique-limon,mounir-belhamiti,mounir-mahjoubi,muriel-ressiguier,mustapha-laabid,nadia-essayan,nadia-hai,nadia-ramassamy,naima-moutchou,napole-polutele,natalia-pouzyreff,nathalie-bassire,nathalie-elimas,nathalie-sarles,nicolas-demoulin,nicolas-dupont-aignan,nicolas-forissier,nicolas-turquois,nicole-dubre-chirat,nicole-le-peih,nicole-sanquer,nicole-trisse,olga-givernet,olivia-gregoire,olivier-becht,olivier-damaisin,olivier-dassault,olivier-dussopt,olivier-falorni,olivier-faure,olivier-gaillard,olivier-marleix,olivier-serva,olivier-veran,pacome-rupin,pascal-bois,pascal-brindeau,pascal-lavergne,pascale-boyer,pascale-fontenel-personne,patrice-anato,patrice-perrot,patrice-verchere,patricia-gallerneau,patricia-lemoine,patricia-miralles,patrick-hetzel,patrick-loiseau,patrick-mignola,patrick-vignal,paul-andre-colombani,paul-christophe,paul-molac,paula-forteza,perrine-goulet,philippe-berta,philippe-bolo,philippe-chalumeau,philippe-chassaing,philippe-dunoyer,philippe-folliot,philippe-gomes,philippe-gosselin,philippe-huppe,philippe-latombe,philippe-michel-kleisbauer,philippe-vigier,pierre-alain-raphan,pierre-cabare,pierre-cordier,pierre-dharreville,pierre-henri-dumont,pierre-henriet,pierre-morel-a-l-huissier,pierre-person,pierre-vatin,pierre-yves-bournazel,pieyre-alexandre-anglade,ramlati-ali,raphael-gauvain,raphael-gerard,raphael-schellenberger,regis-juanico,remi-delatte,remy-rebeyrotte,richard-ferrand,richard-lioger,richard-ramos,robin-reda,rodrigue-kokouendo,roland-lescure,romain-grau,sabine-rubin,sabine-thillaye,sacha-houlie,said-ahamada,samantha-cazebonne,sandra-marsaud,sandrine-josso,sandrine-le-feur,sandrine-moerch,sarah-el-hairy,sebastien-cazenove,sebastien-chenu,sebastien-huyghe,sebastien-jumel,sebastien-leclerc,sebastien-nadot,sereine-mauborgne,serge-letchimy,severine-gipson,sira-sylla,sonia-krimi,sophie-auconie,sophie-beaudouin-hubiere,sophie-errante,sophie-mette,sophie-panonacle,stanislas-guerini,stella-dupont,stephane-baudu,stephane-buchou,stephane-claireaux,stephane-demilly,stephane-le-foll,stephane-mazars,stephane-peu,stephane-teste,stephane-travert,stephane-trompille,stephane-viry,stephanie-atger,stephanie-do,stephanie-kerbarh,stephanie-rist,sylvain-brial,sylvain-maillard,sylvain-waserman,sylvia-pinel,sylvie-charriere,sylvie-tolmont,thibault-bazin,thierry-benoit,thierry-michels,thierry-robert,thierry-solere,thomas-gassilloud,thomas-mesnier,thomas-rudigoz,typhanie-degois,ugo-bernalicis,valeria-faure-muntian,valerie-bazin-malgras,valerie-beauvais,valerie-boyer,valerie-gomez-bassac,valerie-lacroute,valerie-oppelt,valerie-petit,valerie-rabault,valerie-thomas,veronique-hammerer,veronique-louwagie,veronique-riotton,vincent-bru,vincent-descoeur,vincent-ledoux,vincent-rolland,vincent-thiebaut,virginie-duby-muller,xavier-batut,xavier-breton,xavier-paluszkiewicz,xavier-roseren,yael-braun-pivet,yannick-favennec-becot,yannick-haury,yannick-kerlogot,yolaine-de-courson,yves-blein,yves-daniel,yves-jego,zivka-park
2017-06-21,2017-06-26,577,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,,NI,NI,NI,NI,NI,NI,,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,,NI,,NI,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI
2017-06-27,2017-06-28,577,,LFI,LREM,LC,LREM,LREM,GDR,NG,LREM,LR,LREM,LREM,LREM,LREM,LREM,LREM,LFI,LREM,LREM,LREM,GDR,LC,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,NI,LREM,LR,LREM,LREM,LC,,LR,LREM,LREM,MODEM,LREM,LR,LREM,LREM,LREM,LREM,LFI,LC,LREM,LREM,,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LR,LR,LR,LR,LR,LREM,LC,LREM,LREM,NG,MODEM,LREM,LR,LREM,LREM,NI,LREM,MODEM,MODEM,MODEM,LREM,MODEM,GDR,LREM,LREM,LREM,LREM,LREM,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LREM,NG,LREM,LREM,LREM,LREM,LREM,LC,LR,LREM,LREM,NG,LR,LREM,LREM,NG,LREM,LREM,NG,LREM,LREM,LREM,LREM,LREM,LC,LR,LREM,LREM,LR,LR,LFI,LR,LREM,LREM,MODEM,LR,LREM,LREM,LR,LREM,LREM,LREM,LFI,LREM,NG,LR,LREM,NG,,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LR,LREM,LREM,NG,LREM,,MODEM,GDR,LR,LREM,LREM,LREM,LR,LR,,NI,LREM,LREM,LR,LFI,LR,LREM,LR,LREM,LR,LR,NG,MODEM,LR,LREM,,LREM,GDR,LREM,LR,LREM,LREM,LREM,LREM,LREM,MODEM,,LREM,LREM,,LC,LR,LC,LREM,LREM,LR,LREM,LREM,LREM,NG,LFI,LREM,LREM,LREM,MODEM,LR,LREM,LREM,LR,LREM,LREM,GDR,LREM,MODEM,LR,NG,MODEM,LR,LR,NI,LR,LREM,LR,NG,LREM,LREM,,LREM,NG,LREM,LREM,LR,LR,LREM,LC,LR,LREM,NG,LREM,LREM,LREM,NG,LREM,GDR,LREM,GDR,LREM,LR,MODEM,LREM,LREM,LR,LREM,LREM,NI,LR,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LREM,LR,LC,LR,LREM,NI,LREM,LREM,LREM,LR,LREM,LFI,LREM,LR,LR,NI,MODEM,NG,LR,,LREM,LREM,MODEM,LFI,,LR,LC,LREM,LREM,LR,LREM,LREM,LREM,LREM,MODEM,GDR,GDR,MODEM,LREM,GDR,MODEM,LR,LREM,LR,LREM,LREM,LR,NI,LREM,NG,LR,MODEM,LREM,NG,NG,LREM,NI,NG,LR,MODEM,LR,LREM,LR,MODEM,LREM,LREM,LREM,LC,NG,LREM,LREM,LR,LREM,MODEM,LR,MODEM,LREM,LREM,LREM,LREM,LREM,LREM,LC,LREM,LREM,LFI,NI,NG,LREM,NI,LREM,LC,LR,LREM,,LREM,MODEM,LR,MODEM,LR,LREM,LR,LREM,,GDR,LREM,LREM,NG,LREM,LREM,MODEM,NG,LC,NI,LREM,LREM,LR,LREM,LREM,LFI,LREM,MODEM,LC,MODEM,LR,LC,NI,LREM,MODEM,LR,LFI,LREM,LR,LC,LREM,MODEM,LREM,LR,,LREM,LREM,LREM,GDR,MODEM,LREM,LREM,LREM,,LREM,LFI,LREM,MODEM,LREM,LR,LREM,LC,LREM,LR,MODEM,LREM,LREM,NI,LR,MODEM,LREM,LREM,LC,LREM,LREM,LREM,LC,LREM,LR,NG,NI,NG,LREM,LR,LREM,LREM,LREM,LREM,,,LREM,LREM,LREM,LREM,LR,MODEM,,LREM,LR,,MODEM,LREM,NI,LC,LREM,LREM,LREM,MODEM,MODEM,LREM,LREM,LC,LREM,LC,LR,LREM,MODEM,MODEM,LC,LREM,LREM,LR,GDR,LR,LREM,LC,LREM,LR,LC,LREM,LREM,LREM,LREM,LR,NG,LR,LREM,LREM,LREM,MODEM,LR,LREM,LREM,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,MODEM,LREM,NI,LR,GDR,LR,LREM,LREM,NG,,LREM,LREM,LC,LREM,LREM,MODEM,LREM,LREM,LREM,,LREM,,LC,NG,LREM,GDR,LREM,LREM,LREM,LR,,LREM,LREM,LREM,,LREM,MODEM,NI,LREM,,LR,LC,LREM,MODEM,LC,LREM,LREM,LREM,LREM,LFI,LREM,LR,LR,LR,LREM,LR,LREM,LREM,NG,LREM,LREM,LR,LREM,MODEM,LR,LC,LR,LREM,LR,LREM,LR,LREM,LREM,LREM,LC,LREM,LREM,LREM,LREM,LREM,LC,LREM
2017-06-29,2017-07-21,577,,LFI,LREM,LC,LREM,LREM,GDR,NG,LREM,LR,LREM,LREM,LREM,LREM,LREM,LREM,LFI,LREM,LREM,LREM,GDR,LC,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LREM,LC,,LR,LREM,LREM,MODEM,LREM,LR,LREM,LREM,LREM,LREM,LFI,LC,LREM,LREM,,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LR,LR,LR,LR,LR,LREM,LC,LREM,LREM,NG,MODEM,LREM,LR,LREM,LREM,NI,LREM,MODEM,MODEM,MODEM,LREM,MODEM,GDR,LREM,LREM,LREM,LREM,LREM,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LREM,NG,LREM,LREM,LREM,LREM,LREM,LC,LR,LREM,LREM,NG,LR,LREM,LREM,NG,LREM,LREM,NG,LREM,LREM,LREM,LREM,LREM,LC,LR,LREM,LREM,LR,LR,LFI,LR,LREM,LREM,MODEM,LR,LREM,LREM,LR,LREM,LREM,LREM,LFI,LREM,NG,LR,LREM,NG,,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LR,LREM,LREM,NG,LREM,,MODEM,GDR,LR,LREM,LREM,LREM,LR,LR,,NI,LREM,LREM,LR,LFI,LR,LREM,LR,LREM,LR,LR,NG,MODEM,LR,LREM,,LREM,GDR,LREM,LR,LREM,LREM,LREM,LREM,LREM,MODEM,,LREM,LREM,,LC,LR,LC,LREM,LREM,LR,LREM,LREM,LREM,NG,LFI,LREM,LREM,LREM,MODEM,LR,LREM,LREM,LR,LREM,LREM,GDR,LREM,MODEM,LR,NG,MODEM,LR,LR,NI,LR,LREM,LR,NG,LREM,LREM,,LREM,NG,LREM,LREM,LR,LR,LREM,LC,LR,LREM,NG,LREM,LREM,LREM,NG,LREM,GDR,LREM,GDR,LREM,LR,MODEM,LREM,LREM,LR,LREM,LREM,NI,LR,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LREM,LR,LC,LR,LREM,NI,LREM,LREM,LREM,LR,LREM,LFI,LREM,LR,LR,NI,MODEM,NG,LR,,LREM,LREM,MODEM,LFI,,LR,LC,LREM,LREM,LR,LREM,LREM,LREM,LREM,MODEM,GDR,GDR,MODEM,LREM,GDR,MODEM,LR,LREM,LR,LREM,LREM,LR,NI,LREM,NG,LR,MODEM,LREM,NG,NG,LREM,NI,NG,LR,MODEM,LR,LREM,LR,MODEM,LREM,LREM,LREM,LC,NG,LREM,LREM,LR,LREM,MODEM,LR,MODEM,LREM,LREM,LREM,LREM,LREM,LREM,LC,LREM,LREM,LFI,NI,NG,LREM,NI,LREM,LC,LR,LREM,,LREM,MODEM,LR,MODEM,LR,LREM,LR,LREM,,GDR,LREM,LREM,NG,LREM,LREM,MODEM,NG,LC,NI,LREM,LREM,LR,LREM,LREM,LFI,LREM,MODEM,LC,MODEM,LR,LC,NI,LREM,MODEM,LR,LFI,LREM,LR,LC,LREM,MODEM,LREM,LR,,LREM,LREM,LREM,GDR,MODEM,LREM,LREM,LREM,,LREM,LFI,LREM,MODEM,LREM,LR,LREM,LC,LREM,LR,MODEM,LREM,LREM,NI,LR,MODEM,LREM,LREM,LC,LREM,LREM,LREM,LC,LREM,LR,NG,NI,NG,LREM,LR,LREM,LREM,LREM,LREM,,,LREM,LREM,LREM,LREM,LR,MODEM,,LREM,LR,,MODEM,LREM,NI,LC,LREM,LREM,LREM,MODEM,MODEM,LREM,LREM,LC,LREM,LC,LR,LREM,MODEM,MODEM,LC,LREM,LREM,LR,GDR,LR,LREM,LC,LREM,LR,LC,LREM,LREM,LREM,LREM,LR,NG,LR,LREM,LREM,LREM,MODEM,LR,LREM,LREM,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,MODEM,LREM,NI,LR,GDR,LR,LREM,LREM,NG,,LREM,LREM,LC,LREM,LREM,MODEM,LREM,LREM,LREM,,LREM,,LC,NG,LREM,GDR,LREM,LREM,LREM,LR,,LREM,LREM,LREM,,LREM,MODEM,NI,LREM,,LR,LC,LREM,MODEM,LC,LREM,LREM,LREM,LREM,LFI,LREM,LR,LR,LR,LREM,LR,LREM,LREM,NG,LREM,LREM,LR,LREM,MODEM,LR,LC,LR,LREM,LR,LREM,LR,LREM,LREM,LREM,LC,LREM,LREM,LREM,LREM,LREM,LC,LREM
2017-07-22,2017-07-22,577,NI,LFI,LREM,LC,LREM,LREM,GDR,NG,LREM,LR,LREM,LREM,LREM,LREM,LREM,LREM,LFI,LREM,LREM,LREM,GDR,LC,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,,LREM,LR,LREM,LREM,LC,,LR,LREM,LREM,MODEM,LREM,LR,LREM,LREM,LREM,LREM,LFI,LC,LREM,LREM,,LREM,LFI,LREM,,LREM,LREM,LREM,LREM,LR,LR,LR,LR,LR,LREM,LC,LREM,LREM,NG,MODEM,LREM,LR,LREM,,NI,LREM,MODEM,MODEM,MODEM,,MODEM,GDR,LREM,LREM,LREM,LREM,LREM,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LREM,NG,LREM,LREM,LREM,LREM,LREM,LC,LR,LREM,LREM,NG,LR,LREM,LREM,NG,LREM,LREM,NG,,LREM,LREM,LREM,LREM,LC,LR,LREM,LREM,LR,LR,LFI,LR,LREM,LREM,MODEM,LR,LREM,LREM,LR,LREM,LREM,LREM,LFI,LREM,NG,LR,LREM,NG,NI,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LR,LREM,LREM,NG,LREM,NI,MODEM,GDR,LR,LREM,LREM,LREM,LR,LR,NI,NI,LREM,LREM,LR,LFI,LR,LREM,LR,LREM,LR,LR,NG,MODEM,LR,LREM,NI,LREM,GDR,LREM,LR,LREM,LREM,LREM,LREM,LREM,MODEM,,LREM,LREM,,LC,LR,LC,LREM,LREM,LR,LREM,LREM,LREM,NG,LFI,LREM,LREM,LREM,MODEM,LR,LREM,LREM,LR,LREM,LREM,GDR,LREM,,LR,NG,MODEM,LR,LR,NI,LR,LREM,LR,NG,LREM,LREM,NI,LREM,NG,LREM,LREM,LR,LR,LREM,LC,LR,LREM,NG,LREM,LREM,LREM,NG,LREM,GDR,LREM,GDR,LREM,LR,MODEM,LREM,LREM,LR,LREM,LREM,NI,LR,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LR,LREM,LREM,LR,LC,LR,LREM,NI,LREM,LREM,LREM,LR,LREM,LFI,LREM,LR,LR,NI,MODEM,NG,LR,,LREM,LREM,MODEM,LFI,,LR,LC,LREM,LREM,LR,LREM,LREM,LREM,LREM,MODEM,GDR,GDR,MODEM,LREM,GDR,MODEM,LR,LREM,LR,LREM,LREM,LR,NI,LREM,NG,LR,MODEM,LREM,NG,NG,LREM,NI,NG,LR,MODEM,LR,LREM,LR,MODEM,LREM,LREM,LREM,LC,NG,LREM,LREM,LR,LREM,MODEM,LR,MODEM,LREM,LREM,LREM,LREM,LREM,LREM,LC,LREM,LREM,LFI,NI,NG,LREM,NI,LREM,LC,LR,LREM,,LREM,MODEM,LR,MODEM,LR,LREM,LR,LREM,,GDR,LREM,LREM,NG,LREM,LREM,MODEM,NG,LC,NI,LREM,LREM,LR,LREM,LREM,LFI,LREM,MODEM,LC,MODEM,LR,LC,NI,LREM,MODEM,LR,LFI,LREM,LR,LC,LREM,MODEM,LREM,LR,,LREM,LREM,LREM,GDR,MODEM,LREM,LREM,LREM,,,LFI,LREM,MODEM,LREM,LR,LREM,LC,LREM,LR,MODEM,LREM,LREM,NI,LR,MODEM,LREM,LREM,LC,LREM,LREM,LREM,LC,LREM,LR,NG,NI,NG,LREM,LR,LREM,LREM,LREM,LREM,,,LREM,LREM,LREM,LREM,LR,MODEM,,LREM,LR,,MODEM,LREM,NI,LC,LREM,LREM,LREM,MODEM,MODEM,LREM,LREM,LC,LREM,LC,LR,LREM,MODEM,MODEM,LC,LREM,LREM,LR,GDR,LR,LREM,LC,LREM,LR,LC,LREM,LREM,LREM,LREM,LR,NG,LR,LREM,LREM,LREM,MODEM,LR,LREM,LREM,LREM,LFI,LREM,LREM,LREM,LREM,LREM,LREM,LREM,LREM,MODEM,LREM,NI,LR,GDR,LR,LREM,LREM,NG,NI,LREM,LREM,LC,LREM,LREM,MODEM,LREM,LREM,LREM,,LREM,NI,LC,NG,LREM,GDR,LREM,,LREM,LR,,LREM,LREM,LREM,,LREM,MODEM,NI,LREM,,LR,LC,LREM,MODEM,LC,LREM,LREM,LREM,LREM,LFI,LREM,LR,LR,LR,LREM,LR,LREM,LREM,NG,LREM,LREM,LR,LREM,MODEM,LR,LC,LR,LREM,LR,LREM,LR,LREM,LREM,LREM,LC,LREM,LREM,LREM,LREM,LREM,LC,LREM
