"date_debut","date_fin","Député","Groupe"
"2018-03-13","2018-03-18","alain-perea","LREM"
"2018-03-19","2018-03-19","alain-perea","LREM"
"2018-03-20","2018-03-25","alain-perea","LREM"
"2018-03-26","2018-03-26","alain-perea","LREM"
"2018-03-27","2018-04-15","alain-perea","LREM"
"2018-04-16","2018-04-22","alain-perea","LREM"
"2018-04-23","2018-04-23","alain-perea","LREM"
"2018-04-24","2018-04-29","alain-perea","LREM"
"2018-04-30","2018-05-02","alain-perea","LREM"
"2018-05-03","2018-05-08","alain-perea","LREM"
"2018-05-09","2018-06-15","alain-perea","LREM"
"2018-06-16","2018-07-06","alain-perea","LREM"
"2018-07-07","2018-07-11","alain-perea","LREM"
"2018-07-12","2018-07-15","alain-perea","LREM"
"2018-07-16","2018-09-11","alain-perea","LREM"
"2018-09-12","2018-09-17","alain-perea","LREM"
"2018-09-18","2018-09-30","alain-perea","LREM"
"2018-10-01","2018-10-03","alain-perea","LREM"
"2018-10-04","2018-10-04","alain-perea","LREM"
"2018-10-05","2018-10-05","alain-perea","LREM"
"2018-10-06","2018-10-17","alain-perea","LREM"
"2018-10-18","2018-11-16","alain-perea","LREM"
"2018-11-17","2018-11-18","alain-perea","LREM"
"2018-11-19","2018-11-25","alain-perea","LREM"
"2018-11-26","2018-11-27","alain-perea","LREM"
"2018-11-28","2018-12-21","alain-perea","LREM"
"2018-12-22","2019-01-08","alain-perea","LREM"
"2019-01-09","2019-01-09","alain-perea","LREM"
"2019-01-10","2019-01-14","alain-perea","LREM"
"2019-01-15","2019-02-14","alain-perea","LREM"
"2019-02-15","2019-02-25","alain-perea","LREM"
"2019-02-26","2019-02-27","alain-perea","LREM"
"2019-02-28","2019-04-27","alain-perea","LREM"
"2019-04-28","2019-04-28","alain-perea","LREM"
"2019-04-29","2019-04-30","alain-perea","LREM"
"2019-05-01","2019-05-01","alain-perea","LREM"
"2019-05-02","2019-06-10","alain-perea","LREM"
"2019-06-11","2019-06-26","alain-perea","LREM"
"2019-06-27","2019-07-01","alain-perea","LREM"
"2019-07-02","2019-07-07","alain-perea","LREM"
"2019-07-08","2019-07-24","alain-perea","LREM"
"2017-06-21","2017-06-26","alain-ramadier","NI"
"2017-06-27","2017-06-28","alain-ramadier","LR"
"2017-06-29","2017-07-21","alain-ramadier","LR"
"2017-07-22","2017-07-22","alain-ramadier","LR"
"2017-07-23","2017-07-24","alain-ramadier","LR"
"2017-07-25","2017-08-21","alain-ramadier","LR"
"2017-08-22","2017-09-05","alain-ramadier","LR"
"2017-09-06","2017-11-16","alain-ramadier","LR"
"2017-11-17","2017-11-28","alain-ramadier","LR"
"2017-11-29","2017-11-29","alain-ramadier","LR"
"2017-11-30","2017-12-08","alain-ramadier","LR"
"2017-12-09","2017-12-18","alain-ramadier","LR"
"2017-12-19","2017-12-24","alain-ramadier","LR"
"2017-12-25","2017-12-25","alain-ramadier","LR"
"2017-12-26","2018-01-19","alain-ramadier","LR"
"2018-01-20","2018-01-23","alain-ramadier","LR"
"2018-01-24","2018-02-02","alain-ramadier","LR"
"2018-02-03","2018-02-04","alain-ramadier","LR"
"2018-02-05","2018-03-12","alain-ramadier","LR"
"2018-03-13","2018-03-18","alain-ramadier","LR"
"2018-03-19","2018-03-19","alain-ramadier","LR"
"2018-03-20","2018-03-25","alain-ramadier","LR"
"2018-03-26","2018-03-26","alain-ramadier","LR"
"2018-03-27","2018-04-15","alain-ramadier","LR"
"2018-04-16","2018-04-22","alain-ramadier","LR"
"2018-04-23","2018-04-23","alain-ramadier","LR"
"2018-04-24","2018-04-29","alain-ramadier","LR"
"2018-04-30","2018-05-02","alain-ramadier","LR"
"2018-05-03","2018-05-08","alain-ramadier","LR"
"2018-05-09","2018-06-15","alain-ramadier","LR"
"2018-06-16","2018-07-06","alain-ramadier","LR"
"2018-07-07","2018-07-11","alain-ramadier","LR"
"2018-07-12","2018-07-15","alain-ramadier","LR"
"2018-07-16","2018-09-11","alain-ramadier","LR"
"2018-09-12","2018-09-17","alain-ramadier","LR"
"2018-09-18","2018-09-30","alain-ramadier","LR"
"2018-10-01","2018-10-03","alain-ramadier","LR"
"2018-10-04","2018-10-04","alain-ramadier","LR"
"2018-10-05","2018-10-05","alain-ramadier","LR"
"2018-10-06","2018-10-17","alain-ramadier","LR"
"2018-10-18","2018-11-16","alain-ramadier","LR"
"2018-11-17","2018-11-18","alain-ramadier","LR"
"2018-11-19","2018-11-25","alain-ramadier","LR"
"2018-11-26","2018-11-27","alain-ramadier","LR"
"2018-11-28","2018-12-21","alain-ramadier","LR"
"2018-12-22","2019-01-08","alain-ramadier","LR"
"2019-01-09","2019-01-09","alain-ramadier","LR"
"2019-01-10","2019-01-14","alain-ramadier","LR"
"2019-01-15","2019-02-14","alain-ramadier","LR"
"2019-02-15","2019-02-25","alain-ramadier","LR"
"2019-02-26","2019-02-27","alain-ramadier","LR"
"2019-02-28","2019-04-27","alain-ramadier","LR"
"2019-04-28","2019-04-28","alain-ramadier","LR"
"2019-04-29","2019-04-30","alain-ramadier","LR"
"2019-05-01","2019-05-01","alain-ramadier","LR"
"2019-05-02","2019-06-10","alain-ramadier","LR"
"2019-06-11","2019-06-26","alain-ramadier","LR"
"2019-06-27","2019-07-01","alain-ramadier","LR"
"2019-07-02","2019-07-07","alain-ramadier","LR"
"2019-07-08","2019-07-24","alain-ramadier","LR"
"2017-06-21","2017-06-26","alain-tourret","NI"
"2017-06-27","2017-06-28","alain-tourret","LREM"
"2017-06-29","2017-07-21","alain-tourret","LREM"
"2017-07-22","2017-07-22","alain-tourret","LREM"
"2017-07-23","2017-07-24","alain-tourret","LREM"
"2017-07-25","2017-08-21","alain-tourret","LREM"
"2017-08-22","2017-09-05","alain-tourret","LREM"
"2017-09-06","2017-11-16","alain-tourret","LREM"
"2017-11-17","2017-11-28","alain-tourret","LREM"
"2017-11-29","2017-11-29","alain-tourret","LREM"
"2017-11-30","2017-12-08","alain-tourret","LREM"
"2017-12-09","2017-12-18","alain-tourret","LREM"
"2017-12-19","2017-12-24","alain-tourret","LREM"
"2017-12-25","2017-12-25","alain-tourret","LREM"
"2017-12-26","2018-01-19","alain-tourret","LREM"
"2018-01-20","2018-01-23","alain-tourret","LREM"
"2018-01-24","2018-02-02","alain-tourret","LREM"
"2018-02-03","2018-02-04","alain-tourret","LREM"
"2018-02-05","2018-03-12","alain-tourret","LREM"
"2018-03-13","2018-03-18","alain-tourret","LREM"
"2018-03-19","2018-03-19","alain-tourret","LREM"
"2018-03-20","2018-03-25","alain-tourret","LREM"
"2018-03-26","2018-03-26","alain-tourret","LREM"
"2018-03-27","2018-04-15","alain-tourret","LREM"
"2018-04-16","2018-04-22","alain-tourret","LREM"
"2018-04-23","2018-04-23","alain-tourret","LREM"
"2018-04-24","2018-04-29","alain-tourret","LREM"
"2018-04-30","2018-05-02","alain-tourret","LREM"
"2018-05-03","2018-05-08","alain-tourret","LREM"
"2018-05-09","2018-06-15","alain-tourret","LREM"
"2018-06-16","2018-07-06","alain-tourret","LREM"
"2018-07-07","2018-07-11","alain-tourret","LREM"
"2018-07-12","2018-07-15","alain-tourret","LREM"
"2018-07-16","2018-09-11","alain-tourret","LREM"
"2018-09-12","2018-09-17","alain-tourret","LREM"
"2018-09-18","2018-09-30","alain-tourret","LREM"
"2018-10-01","2018-10-03","alain-tourret","LREM"
"2018-10-04","2018-10-04","alain-tourret","LREM"
"2018-10-05","2018-10-05","alain-tourret","LREM"
"2018-10-06","2018-10-17","alain-tourret","LREM"
"2018-10-18","2018-11-16","alain-tourret","LREM"
"2018-11-17","2018-11-18","alain-tourret","LREM"
"2018-11-19","2018-11-25","alain-tourret","LREM"
"2018-11-26","2018-11-27","alain-tourret","LREM"
"2018-11-28","2018-12-21","alain-tourret","LREM"
"2018-12-22","2019-01-08","alain-tourret","LREM"
"2019-01-09","2019-01-09","alain-tourret","LREM"
"2019-01-10","2019-01-14","alain-tourret","LREM"
"2019-01-15","2019-02-14","alain-tourret","LREM"
"2019-02-15","2019-02-25","alain-tourret","LREM"
"2019-02-26","2019-02-27","alain-tourret","LREM"
"2019-02-28","2019-04-27","alain-tourret","LREM"
"2019-04-28","2019-04-28","alain-tourret","LREM"
"2019-04-29","2019-04-30","alain-tourret","LREM"
"2019-05-01","2019-05-01","alain-tourret","LREM"
"2019-05-02","2019-06-10","alain-tourret","LREM"
"2019-06-11","2019-06-26","alain-tourret","LREM"
"2019-06-27","2019-07-01","alain-tourret","LREM"
"2019-07-02","2019-07-07","alain-tourret","LREM"
"2019-07-08","2019-07-24","alain-tourret","LREM"
"2017-06-21","2017-06-26","albane-gaillot","NI"
"2017-06-27","2017-06-28","albane-gaillot","LREM"
"2017-06-29","2017-07-21","albane-gaillot","LREM"
"2017-07-22","2017-07-22","albane-gaillot","LREM"
"2017-07-23","2017-07-24","albane-gaillot","LREM"
"2017-07-25","2017-08-21","albane-gaillot","LREM"
"2017-08-22","2017-09-05","albane-gaillot","LREM"
"2017-09-06","2017-11-16","albane-gaillot","LREM"
"2017-11-17","2017-11-28","albane-gaillot","LREM"
"2017-11-29","2017-11-29","albane-gaillot","LREM"
"2017-11-30","2017-12-08","albane-gaillot","LREM"
"2017-12-09","2017-12-18","albane-gaillot","LREM"
"2017-12-19","2017-12-24","albane-gaillot","LREM"
"2017-12-25","2017-12-25","albane-gaillot","LREM"
"2017-12-26","2018-01-19","albane-gaillot","LREM"
"2018-01-20","2018-01-23","albane-gaillot","LREM"
"2018-01-24","2018-02-02","albane-gaillot","LREM"
"2018-02-03","2018-02-04","albane-gaillot","LREM"
"2018-02-05","2018-03-12","albane-gaillot","LREM"
"2018-03-13","2018-03-18","albane-gaillot","LREM"
"2018-03-19","2018-03-19","albane-gaillot","LREM"
"2018-03-20","2018-03-25","albane-gaillot","LREM"
"2018-03-26","2018-03-26","albane-gaillot","LREM"
"2018-03-27","2018-04-15","albane-gaillot","LREM"
"2018-04-16","2018-04-22","albane-gaillot","LREM"
"2018-04-23","2018-04-23","albane-gaillot","LREM"
"2018-04-24","2018-04-29","albane-gaillot","LREM"
"2018-04-30","2018-05-02","albane-gaillot","LREM"
"2018-05-03","2018-05-08","albane-gaillot","LREM"
"2018-05-09","2018-06-15","albane-gaillot","LREM"
"2018-06-16","2018-07-06","albane-gaillot","LREM"
"2018-07-07","2018-07-11","albane-gaillot","LREM"
"2018-07-12","2018-07-15","albane-gaillot","LREM"
"2018-07-16","2018-09-11","albane-gaillot","LREM"
"2018-09-12","2018-09-17","albane-gaillot","LREM"
"2018-09-18","2018-09-30","albane-gaillot","LREM"
"2018-10-01","2018-10-03","albane-gaillot","LREM"
"2018-10-04","2018-10-04","albane-gaillot","LREM"
"2018-10-05","2018-10-05","albane-gaillot","LREM"
"2018-10-06","2018-10-17","albane-gaillot","LREM"
"2018-10-18","2018-11-16","albane-gaillot","LREM"
"2018-11-17","2018-11-18","albane-gaillot","LREM"
"2018-11-19","2018-11-25","albane-gaillot","LREM"
"2018-11-26","2018-11-27","albane-gaillot","LREM"
"2018-11-28","2018-12-21","albane-gaillot","LREM"
"2018-12-22","2019-01-08","albane-gaillot","LREM"
"2019-01-09","2019-01-09","albane-gaillot","LREM"
"2019-01-10","2019-01-14","albane-gaillot","LREM"
"2019-01-15","2019-02-14","albane-gaillot","LREM"
"2019-02-15","2019-02-25","albane-gaillot","LREM"
"2019-02-26","2019-02-27","albane-gaillot","LREM"
"2019-02-28","2019-04-27","albane-gaillot","LREM"
"2019-04-28","2019-04-28","albane-gaillot","LREM"
"2019-04-29","2019-04-30","albane-gaillot","LREM"
"2019-05-01","2019-05-01","albane-gaillot","LREM"
"2019-05-02","2019-06-10","albane-gaillot","LREM"
"2019-06-11","2019-06-26","albane-gaillot","LREM"
"2019-06-27","2019-07-01","albane-gaillot","LREM"
"2019-07-02","2019-07-07","albane-gaillot","LREM"
"2019-07-08","2019-07-24","albane-gaillot","LREM"
"2017-06-21","2017-06-26","alexandra-louis","NI"
"2017-06-27","2017-06-28","alexandra-louis","LREM"
"2017-06-29","2017-07-21","alexandra-louis","LREM"
"2017-07-22","2017-07-22","alexandra-louis","LREM"
"2017-07-23","2017-07-24","alexandra-louis","LREM"
"2017-07-25","2017-08-21","alexandra-louis","LREM"
"2017-08-22","2017-09-05","alexandra-louis","LREM"
"2017-09-06","2017-11-16","alexandra-louis","LREM"
"2017-11-17","2017-11-28","alexandra-louis","LREM"
"2017-11-29","2017-11-29","alexandra-louis","LREM"
"2017-11-30","2017-12-08","alexandra-louis","LREM"
"2017-12-09","2017-12-18","alexandra-louis","LREM"
"2017-12-19","2017-12-24","alexandra-louis","LREM"
"2017-12-25","2017-12-25","alexandra-louis","LREM"
"2017-12-26","2018-01-19","alexandra-louis","LREM"
"2018-01-20","2018-01-23","alexandra-louis","LREM"
"2018-01-24","2018-02-02","alexandra-louis","LREM"
"2018-02-03","2018-02-04","alexandra-louis","LREM"
"2018-02-05","2018-03-12","alexandra-louis","LREM"
"2018-03-13","2018-03-18","alexandra-louis","LREM"
"2018-03-19","2018-03-19","alexandra-louis","LREM"
"2018-03-20","2018-03-25","alexandra-louis","LREM"
"2018-03-26","2018-03-26","alexandra-louis","LREM"
"2018-03-27","2018-04-15","alexandra-louis","LREM"
"2018-04-16","2018-04-22","alexandra-louis","LREM"
"2018-04-23","2018-04-23","alexandra-louis","LREM"
"2018-04-24","2018-04-29","alexandra-louis","LREM"
"2018-04-30","2018-05-02","alexandra-louis","LREM"
"2018-05-03","2018-05-08","alexandra-louis","LREM"
"2018-05-09","2018-06-15","alexandra-louis","LREM"
"2018-06-16","2018-07-06","alexandra-louis","LREM"
"2018-07-07","2018-07-11","alexandra-louis","LREM"
"2018-07-12","2018-07-15","alexandra-louis","LREM"
"2018-07-16","2018-09-11","alexandra-louis","LREM"
"2018-09-12","2018-09-17","alexandra-louis","LREM"
"2018-09-18","2018-09-30","alexandra-louis","LREM"
"2018-10-01","2018-10-03","alexandra-louis","LREM"
"2018-10-04","2018-10-04","alexandra-louis","LREM"
"2018-10-05","2018-10-05","alexandra-louis","LREM"
"2018-10-06","2018-10-17","alexandra-louis","LREM"
"2018-10-18","2018-11-16","alexandra-louis","LREM"
"2018-11-17","2018-11-18","alexandra-louis","LREM"
"2018-11-19","2018-11-25","alexandra-louis","LREM"
"2018-11-26","2018-11-27","alexandra-louis","LREM"
"2018-11-28","2018-12-21","alexandra-louis","LREM"
"2018-12-22","2019-01-08","alexandra-louis","LREM"
"2019-01-09","2019-01-09","alexandra-louis","LREM"
"2019-01-10","2019-01-14","alexandra-louis","LREM"
"2019-01-15","2019-02-14","alexandra-louis","LREM"
"2019-02-15","2019-02-25","alexandra-louis","LREM"
"2019-02-26","2019-02-27","alexandra-louis","LREM"
"2019-02-28","2019-04-27","alexandra-louis","LREM"
"2019-04-28","2019-04-28","alexandra-louis","LREM"
"2019-04-29","2019-04-30","alexandra-louis","LREM"
"2019-05-01","2019-05-01","alexandra-louis","LREM"
"2019-05-02","2019-06-10","alexandra-louis","LREM"
"2019-06-11","2019-06-26","alexandra-louis","LREM"
"2019-06-27","2019-07-01","alexandra-louis","LREM"
"2019-07-02","2019-07-07","alexandra-louis","LREM"
"2019-07-08","2019-07-24","alexandra-louis","LREM"
"2017-06-21","2017-06-26","alexandra-valetta-ardisson","NI"
"2017-06-27","2017-06-28","alexandra-valetta-ardisson","LREM"
"2017-06-29","2017-07-21","alexandra-valetta-ardisson","LREM"
"2017-07-22","2017-07-22","alexandra-valetta-ardisson","LREM"
"2017-07-23","2017-07-24","alexandra-valetta-ardisson","LREM"
"2017-07-25","2017-08-21","alexandra-valetta-ardisson","LREM"
"2017-08-22","2017-09-05","alexandra-valetta-ardisson","LREM"
"2017-09-06","2017-11-16","alexandra-valetta-ardisson","LREM"
"2017-11-17","2017-11-28","alexandra-valetta-ardisson","LREM"
"2017-11-29","2017-11-29","alexandra-valetta-ardisson","LREM"
"2017-11-30","2017-12-08","alexandra-valetta-ardisson","LREM"
"2017-12-09","2017-12-18","alexandra-valetta-ardisson","LREM"
"2017-12-19","2017-12-24","alexandra-valetta-ardisson","LREM"
"2017-12-25","2017-12-25","alexandra-valetta-ardisson","LREM"
"2017-12-26","2018-01-19","alexandra-valetta-ardisson","LREM"
"2018-01-20","2018-01-23","alexandra-valetta-ardisson","LREM"
"2018-01-24","2018-02-02","alexandra-valetta-ardisson","LREM"
"2018-02-03","2018-02-04","alexandra-valetta-ardisson","LREM"
"2018-02-05","2018-03-12","alexandra-valetta-ardisson","LREM"
"2018-03-13","2018-03-18","alexandra-valetta-ardisson","LREM"
"2018-03-19","2018-03-19","alexandra-valetta-ardisson","LREM"
"2018-03-20","2018-03-25","alexandra-valetta-ardisson","LREM"
"2018-03-26","2018-03-26","alexandra-valetta-ardisson","LREM"
"2018-03-27","2018-04-15","alexandra-valetta-ardisson","LREM"
"2018-04-16","2018-04-22","alexandra-valetta-ardisson","LREM"
"2018-04-23","2018-04-23","alexandra-valetta-ardisson","LREM"
"2018-04-24","2018-04-29","alexandra-valetta-ardisson","LREM"
"2018-04-30","2018-05-02","alexandra-valetta-ardisson","LREM"
"2018-05-03","2018-05-08","alexandra-valetta-ardisson","LREM"
"2018-05-09","2018-06-15","alexandra-valetta-ardisson","LREM"
"2018-06-16","2018-07-06","alexandra-valetta-ardisson","LREM"
"2018-07-07","2018-07-11","alexandra-valetta-ardisson","LREM"
"2018-07-12","2018-07-15","alexandra-valetta-ardisson","LREM"
"2018-07-16","2018-09-11","alexandra-valetta-ardisson","LREM"
"2018-09-12","2018-09-17","alexandra-valetta-ardisson","LREM"
"2018-09-18","2018-09-30","alexandra-valetta-ardisson","LREM"
"2018-10-01","2018-10-03","alexandra-valetta-ardisson","LREM"
"2018-10-04","2018-10-04","alexandra-valetta-ardisson","LREM"
"2018-10-05","2018-10-05","alexandra-valetta-ardisson","LREM"
"2018-10-06","2018-10-17","alexandra-valetta-ardisson","LREM"
"2018-10-18","2018-11-16","alexandra-valetta-ardisson","LREM"
"2018-11-17","2018-11-18","alexandra-valetta-ardisson","LREM"
"2018-11-19","2018-11-25","alexandra-valetta-ardisson","LREM"
"2018-11-26","2018-11-27","alexandra-valetta-ardisson","LREM"
"2018-11-28","2018-12-21","alexandra-valetta-ardisson","LREM"
"2018-12-22","2019-01-08","alexandra-valetta-ardisson","LREM"
"2019-01-09","2019-01-09","alexandra-valetta-ardisson","LREM"
"2019-01-10","2019-01-14","alexandra-valetta-ardisson","LREM"
"2019-01-15","2019-02-14","alexandra-valetta-ardisson","LREM"
"2019-02-15","2019-02-25","alexandra-valetta-ardisson","LREM"
"2019-02-26","2019-02-27","alexandra-valetta-ardisson","LREM"
"2019-02-28","2019-04-27","alexandra-valetta-ardisson","LREM"
"2019-04-28","2019-04-28","alexandra-valetta-ardisson","LREM"
"2019-04-29","2019-04-30","alexandra-valetta-ardisson","LREM"
"2019-05-01","2019-05-01","alexandra-valetta-ardisson","LREM"
"2019-05-02","2019-06-10","alexandra-valetta-ardisson","LREM"
"2019-06-11","2019-06-26","alexandra-valetta-ardisson","LREM"
"2019-06-27","2019-07-01","alexandra-valetta-ardisson","LREM"
"2019-07-02","2019-07-07","alexandra-valetta-ardisson","LREM"
"2019-07-08","2019-07-24","alexandra-valetta-ardisson","LREM"
"2017-06-21","2017-06-26","alexandre-freschi","NI"
"2017-06-27","2017-06-28","alexandre-freschi","LREM"
"2017-06-29","2017-07-21","alexandre-freschi","LREM"
"2017-07-22","2017-07-22","alexandre-freschi","LREM"
"2017-07-23","2017-07-24","alexandre-freschi","LREM"
"2017-07-25","2017-08-21","alexandre-freschi","LREM"
"2017-08-22","2017-09-05","alexandre-freschi","LREM"
"2017-09-06","2017-11-16","alexandre-freschi","LREM"
"2017-11-17","2017-11-28","alexandre-freschi","LREM"
"2017-11-29","2017-11-29","alexandre-freschi","LREM"
"2017-11-30","2017-12-08","alexandre-freschi","LREM"
"2017-12-09","2017-12-18","alexandre-freschi","LREM"
"2017-12-19","2017-12-24","alexandre-freschi","LREM"
"2017-12-25","2017-12-25","alexandre-freschi","LREM"
"2017-12-26","2018-01-19","alexandre-freschi","LREM"
"2018-01-20","2018-01-23","alexandre-freschi","LREM"
"2018-01-24","2018-02-02","alexandre-freschi","LREM"
"2018-02-03","2018-02-04","alexandre-freschi","LREM"
"2018-02-05","2018-03-12","alexandre-freschi","LREM"
"2018-03-13","2018-03-18","alexandre-freschi","LREM"
"2018-03-19","2018-03-19","alexandre-freschi","LREM"
"2018-03-20","2018-03-25","alexandre-freschi","LREM"
"2018-03-26","2018-03-26","alexandre-freschi","LREM"
"2018-03-27","2018-04-15","alexandre-freschi","LREM"
"2018-04-16","2018-04-22","alexandre-freschi","LREM"
"2018-04-23","2018-04-23","alexandre-freschi","LREM"
"2018-04-24","2018-04-29","alexandre-freschi","LREM"
"2018-04-30","2018-05-02","alexandre-freschi","LREM"
"2018-05-03","2018-05-08","alexandre-freschi","LREM"
"2018-05-09","2018-06-15","alexandre-freschi","LREM"
"2018-06-16","2018-07-06","alexandre-freschi","LREM"
"2018-07-07","2018-07-11","alexandre-freschi","LREM"
"2018-07-12","2018-07-15","alexandre-freschi","LREM"
"2018-07-16","2018-09-11","alexandre-freschi","LREM"
"2018-09-12","2018-09-17","alexandre-freschi","LREM"
"2018-09-18","2018-09-30","alexandre-freschi","LREM"
"2018-10-01","2018-10-03","alexandre-freschi","LREM"
"2018-10-04","2018-10-04","alexandre-freschi","LREM"
"2018-10-05","2018-10-05","alexandre-freschi","LREM"
"2018-10-06","2018-10-17","alexandre-freschi","LREM"
"2018-10-18","2018-11-16","alexandre-freschi","LREM"
"2018-11-17","2018-11-18","alexandre-freschi","LREM"
"2018-11-19","2018-11-25","alexandre-freschi","LREM"
"2018-11-26","2018-11-27","alexandre-freschi","LREM"
"2018-11-28","2018-12-21","alexandre-freschi","LREM"
"2018-12-22","2019-01-08","alexandre-freschi","LREM"
"2019-01-09","2019-01-09","alexandre-freschi","LREM"
"2019-01-10","2019-01-14","alexandre-freschi","LREM"
"2019-01-15","2019-02-14","alexandre-freschi","LREM"
"2019-02-15","2019-02-25","alexandre-freschi","LREM"
"2019-02-26","2019-02-27","alexandre-freschi","LREM"
"2019-02-28","2019-04-27","alexandre-freschi","LREM"
"2019-04-28","2019-04-28","alexandre-freschi","LREM"
"2019-04-29","2019-04-30","alexandre-freschi","LREM"
"2019-05-01","2019-05-01","alexandre-freschi","LREM"
"2019-05-02","2019-06-10","alexandre-freschi","LREM"
"2019-06-11","2019-06-26","alexandre-freschi","LREM"
"2019-06-27","2019-07-01","alexandre-freschi","LREM"
"2019-07-02","2019-07-07","alexandre-freschi","LREM"
